transformer_id,feeder_id,barangay,lat,lon,capacity_kVA
TX_0001,FD_05,Del Pilar,14.671877199216217,120.91801580221326,200.0
TX_0002,FD_04,Maligaya,14.51538339795685,121.08732977112058,150.0
TX_0003,FD_05,Mabini,14.458183831762724,121.17123459491583,100.0
TX_0004,FD_02,Mabini,14.497524734478526,121.18047657801722,75.0
TX_0005,FD_06,Mabini,14.494497601949282,121.18365031232243,100.0
TX_0006,FD_06,Rizal,14.579415505867129,121.16509544486686,500.0
TX_0007,FD_04,Riverside,14.446999929531529,121.15570710139534,100.0
TX_0008,FD_05,Riverside,14.444340742304018,121.15760783373143,150.0
TX_0009,FD_06,San Isidro,14.44081342739239,121.06146726318065,150.0
TX_0010,FD_06,Del Pilar,14.638309983059205,120.92079398192816,200.0
TX_0011,FD_07,Maligaya,14.502323355089832,121.07672497660083,150.0
TX_0012,FD_07,San Isidro,14.434756176804587,121.05635535557695,150.0
TX_0013,FD_06,Mabini,14.48539256843907,121.155225173931,200.0
TX_0014,FD_01,Bagong Silang,14.523151795509632,120.96440786844872,50.0
TX_0015,FD_04,San Isidro,14.483262792112281,121.0595413616186,200.0
TX_0016,FD_03,Santa Cruz,14.594861426473612,120.89965673322828,300.0
TX_0017,FD_05,San Isidro,14.423766182850109,121.05813541767984,300.0
TX_0018,FD_06,Poblacion,14.671858406601201,121.13674703544508,200.0
TX_0019,FD_05,Mabini,14.503618161593865,121.17305317301678,200.0
TX_0020,FD_05,Santa Cruz,14.592169891996537,120.89937913693818,300.0
TX_0021,FD_04,Poblacion,14.67413729115543,121.14697686297492,100.0
TX_0022,FD_03,Santa Cruz,14.605013256270428,120.89956639967804,75.0
TX_0023,FD_09,Poblacion,14.704719932350582,121.14458271233126,100.0
TX_0024,FD_03,Del Pilar,14.654694190542955,120.91711965286532,100.0
TX_0025,FD_02,Santa Cruz,14.613465236899907,120.90786024586077,300.0
TX_0026,FD_09,Del Pilar,14.681112580101116,120.90391741598094,100.0
TX_0027,FD_09,Santa Cruz,14.589870642678548,120.88367349225176,200.0
TX_0028,FD_08,Maligaya,14.521042648776952,121.081900489764,500.0
TX_0029,FD_09,Santa Cruz,14.600600864377531,120.8818843926422,75.0
TX_0030,FD_03,Maligaya,14.502737421961056,121.08537015507584,100.0
TX_0031,FD_04,Rizal,14.58978210864262,121.15962713670736,300.0
TX_0032,FD_05,Poblacion,14.699299087983889,121.12414556162315,100.0
TX_0033,FD_03,Riverside,14.434689592164416,121.17737431378708,500.0
TX_0034,FD_06,Poblacion,14.708216857248765,121.13764181073743,200.0
TX_0035,FD_10,Bagong Silang,14.539329498294126,120.958439062348,150.0
TX_0036,FD_08,Santa Cruz,14.595315131421122,120.90175200328474,75.0
TX_0037,FD_02,Riverside,14.451919252293122,121.139448958441,300.0
TX_0038,FD_01,San Isidro,14.455355709683836,121.06777684313856,75.0
TX_0039,FD_05,Bagong Silang,14.525891110965643,120.93390801623651,50.0
TX_0040,FD_07,Del Pilar,14.653270364389655,120.91210861667184,100.0
TX_0041,FD_03,Poblacion,14.664101681047303,121.14112167989894,50.0
TX_0042,FD_04,San Miguel,14.604487969262477,121.00260378687037,200.0
TX_0043,FD_09,San Isidro,14.452499437054893,121.0614456155571,100.0
TX_0044,FD_07,Bagong Silang,14.51735835059654,120.92997418498418,50.0
TX_0045,FD_04,Mabini,14.485763602843985,121.20080073104658,150.0
TX_0046,FD_03,Rizal,14.585082853250876,121.17360382131297,100.0
TX_0047,FD_04,Riverside,14.421794738368542,121.14761703263527,300.0
TX_0048,FD_08,Poblacion,14.69499757198252,121.16584480885594,150.0
TX_0049,FD_05,Poblacion,14.687706057972978,121.1542247547182,300.0
TX_0050,FD_03,Mabini,14.483288279077788,121.17320544576044,75.0
TX_0051,FD_07,Poblacion,14.687515838182572,121.13467317479882,300.0
TX_0052,FD_02,Riverside,14.421388482267522,121.16366609494452,75.0
TX_0053,FD_06,Bagong Silang,14.549984175351026,120.94196422414232,100.0
TX_0054,FD_04,Del Pilar,14.65715211133411,120.90136517273156,150.0
TX_0055,FD_05,San Miguel,14.599407743803797,121.02202804945908,200.0
TX_0056,FD_01,Santa Cruz,14.60899521173579,120.91023632339997,100.0
TX_0057,FD_08,Riverside,14.441251092587118,121.16290978650473,150.0
TX_0058,FD_09,San Isidro,14.439837018702743,121.06546838879879,100.0
TX_0059,FD_07,San Miguel,14.586707386982487,121.01354067622744,150.0
TX_0060,FD_04,Maligaya,14.509590637235666,121.07145594688359,300.0
TX_0061,FD_06,Rizal,14.599128479048401,121.18216168945176,100.0
TX_0062,FD_10,Maligaya,14.513677032147145,121.08118842991524,150.0
TX_0063,FD_07,Bagong Silang,14.524519551475883,120.93779958306483,150.0
TX_0064,FD_07,Maligaya,14.504773613672642,121.0808798591053,150.0
TX_0065,FD_04,Bagong Silang,14.539082817460713,120.98166221804667,500.0
TX_0066,FD_10,Santa Cruz,14.620350464359227,120.91424112328262,100.0
TX_0067,FD_02,Del Pilar,14.675553465354694,120.92189405127422,300.0
TX_0068,FD_04,San Miguel,14.60608015648687,121.0099918905254,300.0
TX_0069,FD_04,Poblacion,14.674927015298122,121.1304632754054,150.0
TX_0070,FD_03,Mabini,14.509451645908161,121.173933286119,100.0
TX_0071,FD_10,Del Pilar,14.655842647013626,120.9069791640051,75.0
TX_0072,FD_09,Poblacion,14.701896240449168,121.13505426517808,300.0
TX_0073,FD_06,Mabini,14.482665088816729,121.14777637796094,150.0
TX_0074,FD_04,San Isidro,14.465727918575187,121.07720433106677,100.0
TX_0075,FD_09,Bagong Silang,14.540102624193382,120.95364276249256,300.0
TX_0076,FD_09,Maligaya,14.497353347783493,121.0799199810619,300.0
TX_0077,FD_04,Maligaya,14.501980447466693,121.07750067717507,300.0
TX_0078,FD_07,Riverside,14.409689446439463,121.14207880747924,75.0
TX_0079,FD_01,Rizal,14.588905385603955,121.16429121701677,75.0
TX_0080,FD_08,Poblacion,14.709018631250311,121.16860382250746,200.0
TX_0081,FD_04,San Isidro,14.431602582890429,121.09640760738367,200.0
TX_0082,FD_03,Mabini,14.509246466677013,121.16254913097885,200.0
TX_0083,FD_03,Poblacion,14.721165604658593,121.15384591648592,75.0
TX_0084,FD_09,Riverside,14.420487483489552,121.14889071315646,300.0
TX_0085,FD_06,Santa Cruz,14.592956201549855,120.89539514768717,500.0
TX_0086,FD_06,Mabini,14.499881924201823,121.1567672742596,150.0
TX_0087,FD_09,San Isidro,14.462697061576742,121.06229101452715,200.0
TX_0088,FD_01,Mabini,14.497504029656476,121.1575081111865,150.0
TX_0089,FD_03,Mabini,14.499195502594308,121.15816312735737,100.0
TX_0090,FD_09,Rizal,14.579650465938455,121.17238202778816,200.0
TX_0091,FD_07,San Isidro,14.438955093747607,121.08546047661785,150.0
TX_0092,FD_02,Santa Cruz,14.610214901698127,120.90479274477694,50.0
TX_0093,FD_02,Mabini,14.521520729054833,121.14762769260669,100.0
TX_0094,FD_05,Rizal,14.59600983129476,121.1760344960035,200.0
TX_0095,FD_01,San Miguel,14.60161050865973,121.02959840168353,150.0
TX_0096,FD_06,Riverside,14.418063694822678,121.13979884589516,200.0
TX_0097,FD_08,Mabini,14.503998946720516,121.2030604169207,150.0
TX_0098,FD_02,Santa Cruz,14.604312010665426,120.89673412628824,150.0
TX_0099,FD_01,San Miguel,14.599100823869414,120.98942982307142,150.0
TX_0100,FD_04,Santa Cruz,14.561298452861907,120.89478121212147,150.0
