meter_id,transformer_id,customer_class,barangay,lat,lon,monthly_consumption_202411,monthly_consumption_202412,monthly_consumption_202501,monthly_consumption_202502,monthly_consumption_202503,monthly_consumption_202504,monthly_consumption_202505,monthly_consumption_202506,monthly_consumption_202507,monthly_consumption_202508,monthly_consumption_202509,monthly_consumption_202510,kVA
MTR_000001,TX_0001,residential,Poblacion,14.520943102105111,121.05303995951252,124.17262421870393,204.42097453905382,178.6116023536898,240.2359162228592,0.0,253.55768709175163,135.9793274747114,187.05190335669502,111.4979777073549,383.5535793589405,0.0,326.8034289036211,543.92
MTR_000002,TX_0001,commercial,Poblacion,14.520252204850436,121.05511117745316,686.4539896879915,658.0046231624827,649.4533868317974,822.0661383305041,680.0431989941142,962.2146680198322,919.4919635160359,907.5223825313643,936.9513591733092,960.3907797299403,868.6754675742925,1002.9328188465201,1428.51
MTR_000003,TX_0001,residential,Poblacion,14.518674765990957,121.05400847899388,198.80639147543707,144.98723144651535,0.0,114.8813209219305,162.8585894000532,67.63102378538693,138.62169547048285,10.085639351313944,147.4312938041441,258.34344708518046,466.1237035662773,38.419978201078806,573.8
MTR_000004,TX_0001,residential,Poblacion,14.519417069702284,121.05397550210766,160.73045128924355,119.57074610930954,296.6987192203365,168.32452250701326,361.52058001469925,0.0,428.8925140856964,117.68151482519228,61.93801873242529,204.05853598141593,49.27757741943216,276.44697631956103,610.52
MTR_000005,TX_0001,commercial,Poblacion,14.519301115974825,121.05324486277496,748.7238591092176,669.8844816955083,804.7684373513332,721.0862906472499,721.3792714768902,586.7237447085488,838.6097803486464,950.5105276617716,783.9995100729201,802.9302200950324,495.30462692580704,586.2769769306688,1192.38
MTR_000006,TX_0001,residential,Poblacion,14.519217780126873,121.05343566651672,79.76119123825836,266.091728499908,0.0,114.48930791217994,211.2381292284643,115.7514910585365,136.95605018597183,44.05710340629906,111.2303018660952,248.40800710220094,0.0,106.59894966256341,397.02
MTR_000007,TX_0001,commercial,Poblacion,14.519838824784273,121.05204095294917,742.6906686158728,725.4728616601939,739.4239190609052,686.4806511945071,882.6410375485038,852.639129420295,992.5551329875166,857.1811233425612,1014.7556550150854,1146.0894753141506,974.4521747492828,1067.1771167950521,1659.51
MTR_000008,TX_0001,commercial,Poblacion,14.520223862698508,121.05587144237809,738.069970732045,805.6680027666753,910.121739179481,583.0913263895133,656.8232961726517,934.3950635234485,771.2470390924353,796.8344678699212,1129.119099205528,900.3159375188511,860.9064994105938,779.9668102685345,1423.85
MTR_000009,TX_0001,residential,Poblacion,14.519396149726653,121.05341430133541,131.7569687113334,53.26800484517591,136.5823516232008,263.151828429861,481.04008429617795,339.85289232632647,281.3948299002449,155.9335730620549,316.7587812967937,97.82459927664542,178.39258034007784,277.61610626532706,605.88
MTR_000010,TX_0001,residential,Poblacion,14.517782204336791,121.05507921671864,156.92591934936354,253.52518634576165,130.23935568854426,71.65705541371966,270.8822257136957,271.8129985427091,0.0,0.0,169.72478785501528,137.83771201497362,110.62841002826872,233.31441819046657,361.79
MTR_000011,TX_0001,residential,Poblacion,14.52048557757253,121.05447654345534,201.85303357589723,138.3102323226709,408.43374784215496,190.98738558733424,55.54344721468587,0.0,165.07446410210798,88.17104398480828,138.03379137423372,241.71915462437437,221.3890712246089,207.42940456202624,491.21
MTR_000012,TX_0001,industrial,Poblacion,14.519696229267463,121.05187706071871,2963.735261366489,2301.0735919789026,2201.5703871027913,2077.2762520781876,2345.5017742575005,3153.199316141114,3365.9201772005713,3413.020986912038,3518.0509756932133,3395.748990583519,3518.699144690762,3487.877454054783,4806.81
MTR_000013,TX_0001,residential,Poblacion,14.518438619659559,121.05419274422086,132.71572630145772,176.33903093384703,52.74185466625859,378.31780035622137,261.2708961465085,267.75419729050265,175.46131029014265,204.0884534938202,343.22606444122414,402.8462438602285,414.2196702354755,214.07834583459544,618.73
MTR_000014,TX_0001,residential,Poblacion,14.519808540807853,121.05370026710413,209.4500638971146,124.20263411863097,46.435766552890385,209.5718986898193,208.42677179684614,45.35626361885771,312.6550674147967,299.26123714078005,197.93210695234703,35.13261830920436,36.196586996008904,251.392102102901,380.25
MTR_000015,TX_0001,residential,Poblacion,14.520429855337364,121.05447132567294,0.0,239.6411355962,0.0,118.03869952288174,178.64764836642792,222.54419446189354,214.27357856835297,0.0,100.7060759232973,50.852756640307234,0.0,0.0,354.81
MTR_000016,TX_0001,residential,Poblacion,14.518409947518215,121.05349614885336,63.35784682606992,1.7799371285077572,28.72392052707455,32.40724139892013,53.63767816467353,33.36360449611009,0.0,73.60837193980335,34.61585569348879,2.3668929175372946,0.0,0.9952889727928192,90.89
MTR_000017,TX_0001,residential,Poblacion,14.520125115758034,121.05414941208444,211.49848150132453,226.1328446478157,0.0,78.67727477924265,277.4171720537425,191.2005803109119,302.07554295117325,343.63731314915344,52.19564046375751,146.4038273221649,240.09528178278765,155.47263571678658,492.58
MTR_000018,TX_0001,industrial,Poblacion,14.519901433435315,121.05247221632476,2280.488153030242,1657.980636123842,1878.1342873026317,2056.1023216979406,2112.080631393599,2578.570907157878,2812.7621077704716,2502.081937543613,2953.0841211221714,2498.7752270660862,2538.1781043264473,2161.077506744973,3866.51
MTR_000019,TX_0001,residential,Poblacion,14.515276739169915,121.0543788070323,95.81597511828012,228.60307003546438,0.0,282.1736589521022,406.5785711247356,262.19780043288586,119.37884038483118,313.51177171399866,216.00379442200986,69.29805134018375,22.72891084387402,168.16327562724248,537.35
MTR_000020,TX_0001,residential,Poblacion,14.518724881873654,121.05471055126242,309.79993186811777,435.3570219869368,64.87409113601146,101.06056306884614,241.65906293036375,310.5477807549882,224.5494789278174,187.12601796870138,28.936216653104054,232.58939771622883,79.18789389077071,212.94048087582132,600.9
MTR_000021,TX_0001,residential,Poblacion,14.520513871912046,121.05066739278836,0.0,314.395626702695,103.69213344749,151.81876543548108,223.74761732583286,346.5081839963641,91.27147641829849,403.5858142943324,209.0094917516253,108.75494332273925,229.25301690606716,122.55886301894273,579.04
MTR_000022,TX_0001,residential,Poblacion,14.51883529681372,121.05367248285256,22.745580445076076,63.56457774418224,13.23369552097306,0.0,0.0,25.57404330959518,59.06434405335687,47.32299928617471,0.0,39.29886777174672,26.06838616331132,11.719896193860638,92.0
MTR_000023,TX_0001,residential,Poblacion,14.518714798898388,121.05169146266438,388.82413169318045,270.6712194915699,204.47566478358806,0.0,22.26786689032535,231.13372471712583,259.490114043751,48.92246498787833,136.8422670850225,41.713931117298344,66.72588434175293,267.9136750998694,480.86
MTR_000024,TX_0001,residential,Poblacion,14.519805218206942,121.05583648018593,29.077152868700807,92.47235641279504,3.7404783996953594,0.9246097161940199,52.885986221263046,39.77047574037796,33.08191146765925,36.118600561342184,19.45793072459914,28.08101957876798,36.340637999471596,0.8940352844740667,131.43
MTR_000025,TX_0001,residential,Poblacion,14.520651470861283,121.05305316697722,276.406541225086,235.0778303966352,0.0,209.10746052147255,87.32901666085745,286.0601035433854,48.28924073361512,57.05998830106827,451.56304371326974,201.95343152261034,296.2626587187555,316.6793976919922,548.04
MTR_000026,TX_0001,residential,Poblacion,14.518674526668347,121.05430925095072,114.15894578183949,181.50071367768072,68.33373414717593,192.47533452557298,288.6373669416705,364.5694094827876,312.99778104567616,260.3112663469958,472.0644864057931,197.9842500013564,178.08911280172836,0.0,692.41
MTR_000027,TX_0001,residential,Poblacion,14.520733115852284,121.05503218588285,453.7430056246361,257.3269723075507,0.0,203.0503330584852,162.2712304589477,361.8640903861852,205.10318212206545,100.48728800997266,264.8751754938065,151.87096310418752,0.0,103.59298295284721,563.86
MTR_000028,TX_0001,industrial,Poblacion,14.519154201869458,121.05363018794382,2128.2903930948414,2000.06825524009,2293.3112207160316,2698.8056463260946,2572.3721924625765,2771.78632346043,3370.662000155853,3826.4882299705705,3479.606235125461,2933.6003525881933,3022.4998429088496,3331.434198400167,5408.62
MTR_000029,TX_0001,residential,Poblacion,14.519766285780223,121.0539532716295,0.0,356.85784681756655,161.53100097683978,221.69874753247345,85.69341217911106,406.6467524125252,509.7975053344429,232.01318951486286,419.6582718265252,66.87243483702346,221.82748470097502,81.61315134696889,626.77
MTR_000030,TX_0001,residential,Poblacion,14.520729999503166,121.05297951111596,0.0,0.0,76.74568622738721,218.1096099111537,380.4734967821571,104.22222421363692,159.23410577490796,113.09616569078261,97.33727159771163,195.59028631679098,104.8780076671699,264.54875292292405,562.68
MTR_000031,TX_0001,commercial,Poblacion,14.51802263647567,121.05452489362344,804.6649910091427,671.7967437685207,799.6945032207399,660.660247378971,663.3307247857555,706.7670992565486,840.4297541186205,916.4999566567274,841.1360092456141,929.3524210887174,959.3462371092975,643.1752409625357,1363.51
MTR_000032,TX_0001,residential,Poblacion,14.518950578093751,121.05268075422282,220.89807621244302,187.0953204332268,37.3031974221588,201.43772890652738,183.88459344542542,124.98633024767021,237.08071532406862,126.8502730555755,243.09930531566715,0.0,91.96993662799918,149.24051256275058,294.37
MTR_000033,TX_0001,residential,Poblacion,14.51769955750728,121.05264078999905,0.0,0.0,0.0,0.0,0.0,126.16268409844997,398.6448430881733,267.50259109696174,0.0,316.9496094835365,225.6862890402807,106.68280434380173,557.0
MTR_000034,TX_0001,residential,Poblacion,14.5201870987267,121.05410783987789,365.537859824671,180.04902522293997,238.72590064925117,150.1561683169139,143.96810810454576,199.856404565549,381.20802065232715,220.47949327947723,314.21449107011625,55.35602303600268,297.81420302684165,270.80007000375883,553.93
MTR_000035,TX_0001,industrial,Poblacion,14.518907490751449,121.05457998901623,2353.568628208497,2303.2652362885647,2320.1208720889554,2606.7048371023857,2346.946415530936,2452.947307180422,3368.6203858573645,2940.2336540761244,2923.8530852579797,3792.8917650143476,3221.259543369652,2839.5886275395865,5097.61
MTR_000036,TX_0001,residential,Poblacion,14.519564089913963,121.05438118396151,62.91219644771397,160.67796061871854,130.38241025048575,0.0,0.0,20.724626481394864,141.20280275292492,238.68769630651232,433.7066557679146,19.329377030385245,215.30011577252236,240.1490634291504,575.14
MTR_000037,TX_0001,commercial,Poblacion,14.517983623819894,121.05351153792292,473.5037267986071,700.1681133907606,763.1342279756134,636.5583797458463,988.49999365123,911.2497499695303,1137.3503240100579,1011.8691377110157,1145.14471136261,1174.0960101515786,1107.5647370586603,1050.7413133779635,1665.72
MTR_000038,TX_0001,commercial,Poblacion,14.519600072350375,121.0553362809072,746.1728492253897,616.4034560748202,529.2867010183081,844.9508497781369,762.0235679563987,733.7776274475502,845.0873089706146,743.2178352149263,1019.5628915972396,933.9048847272153,949.2739573101023,659.229260321841,1268.02
MTR_000039,TX_0001,industrial,Poblacion,14.519896182558035,121.0532292584436,2232.9009870287005,2055.3033016756203,2175.2288664393855,2105.8245985410003,2616.483831046389,3398.6549264036103,3412.0482285336543,3656.7761993512845,3643.1684896402467,3754.1691917090548,3536.5181100641666,3201.2238275147065,5594.33
MTR_000040,TX_0001,residential,Poblacion,14.519848180426091,121.05442160875383,56.80514856608893,130.60384657125738,252.59371654136135,96.0436783194892,228.54891642566918,43.232875251490526,156.73800023632757,143.06522894284433,314.47040366592637,306.0971031934406,299.12219866866224,218.97306647655236,451.85
MTR_000041,TX_0001,residential,Poblacion,14.518931095746767,121.05350864114504,138.15466700130727,322.113157115307,96.3713372394539,137.6118752532667,247.94982826456618,311.0105908707567,223.70654894691694,131.51187037099442,301.9004138717704,97.37492048622899,460.1621842704513,61.40872759577336,557.14
MTR_000042,TX_0001,commercial,Poblacion,14.519053083905375,121.05379182970951,673.5237423754877,546.8490824159237,606.2626815250954,781.2572985406673,955.4150453085489,798.0618048357929,920.2221334148481,1103.375364819361,1008.6793682094402,1043.8235490161405,818.5773260138951,1004.141865313268,1472.05
MTR_000043,TX_0001,residential,Poblacion,14.519843628445123,121.05386125739773,164.40418411009995,184.72134580868698,9.167384296477621,0.0,353.76834302622046,268.62821385155314,473.6588805400966,188.98437733424456,108.06589446320407,160.30317605982088,144.0162753739485,201.06577724242948,619.5
MTR_000044,TX_0001,residential,Poblacion,14.519202759732861,121.05372964157515,147.6505647378193,69.85440451113448,158.66742047185406,171.69175864140644,366.0858276862288,0.0,277.26972665215277,0.0,0.0,0.0,236.83539968861206,242.68617851846085,542.33
MTR_000045,TX_0001,residential,Poblacion,14.518315584650862,121.05519601786835,3.3820464359052664,27.318257391040717,12.042793374162812,220.8753400819042,101.01573092752955,106.04471616644165,107.86390406883199,232.6119384842689,243.95923949340713,300.8709707737212,208.73869586152836,273.33721486758037,407.13
