transformer_id,feeder_id,barangay,lat,lon,capacity_kVA
TX_0001,FD_07,Poblacion,14.51928593298559,121.05402175531097,200.0
TX_0002,FD_04,San Miguel,14.401181407293333,121.1191340698828,500.0
TX_0003,FD_08,Bagong Silang,14.483013347296554,121.0088416605898,75.0
TX_0004,FD_05,Santa Cruz,14.622497593976028,121.08892159938998,200.0
TX_0005,FD_07,Del Pilar,14.464618590139658,121.18128190407401,200.0
TX_0006,FD_10,Bagong Silang,14.462250967681824,120.97239417427306,150.0
TX_0007,FD_03,Santa Cruz,14.579022767529224,121.07418547108497,300.0
TX_0008,FD_07,Riverside,14.66815112533982,121.11358316223375,150.0
TX_0009,FD_08,Riverside,14.643837546249372,121.11148196231538,50.0
TX_0010,FD_05,Rizal,14.521382641180843,121.09707167088166,100.0
TX_0011,FD_04,Bagong Silang,14.48269437278156,120.95846195766788,300.0
TX_0012,FD_08,Riverside,14.642489877915969,121.10942585127464,300.0
TX_0013,FD_08,Santa Cruz,14.581437397364274,121.11860062414306,150.0
TX_0014,FD_03,Rizal,14.495897754525542,121.11346075630605,200.0
TX_0015,FD_06,Santa Cruz,14.590451858302023,121.0701963114312,500.0
TX_0016,FD_05,Rizal,14.515463994872775,121.08023313890527,150.0
TX_0017,FD_02,Bagong Silang,14.461517139537392,120.97476987753402,150.0
TX_0018,FD_08,Del Pilar,14.44867152247024,121.15721422753914,200.0
TX_0019,FD_06,San Isidro,14.530092240748687,121.20558344494657,200.0
TX_0020,FD_02,Mabini,14.528650477916296,120.92744472375459,150.0
TX_0021,FD_05,Del Pilar,14.47783398572173,121.1487583743159,200.0
TX_0022,FD_01,Maligaya,14.437999563467802,121.05944494731709,50.0
TX_0023,FD_10,Santa Cruz,14.627287193680205,121.05023057925187,200.0
TX_0024,FD_06,Maligaya,14.422590468744536,121.03416218198045,150.0
TX_0025,FD_09,Del Pilar,14.442009483391752,121.15937362491421,150.0
TX_0026,FD_01,Rizal,14.50932340160797,121.1202708777048,100.0
TX_0027,FD_10,Mabini,14.534199565067444,120.9316601491134,100.0
TX_0028,FD_03,Mabini,14.542009134494663,120.93623187662452,100.0
TX_0029,FD_07,San Miguel,14.412523469348404,121.096439648019,50.0
TX_0030,FD_04,Mabini,14.54589062150797,120.9346638874328,150.0
TX_0031,FD_09,San Isidro,14.499523530246057,121.18196140672185,300.0
TX_0032,FD_03,Mabini,14.547260364843288,120.93709979877899,150.0
TX_0033,FD_05,Del Pilar,14.450431588800596,121.164950005935,200.0
TX_0034,FD_03,San Miguel,14.410121605646701,121.12183691976574,75.0
TX_0035,FD_07,Del Pilar,14.478000930488578,121.16964816691562,75.0
TX_0036,FD_05,Del Pilar,14.476884667757956,121.18095551626931,100.0
TX_0037,FD_09,Poblacion,14.485295639773113,121.04816426083057,100.0
TX_0038,FD_07,San Miguel,14.39774212476429,121.12357623579636,75.0
TX_0039,FD_02,Del Pilar,14.43656834660127,121.1703947775886,200.0
TX_0040,FD_04,Poblacion,14.49642333640569,121.07050691982595,500.0
TX_0041,FD_09,Poblacion,14.473996976459016,121.05652042675821,100.0
TX_0042,FD_02,San Miguel,14.423556214981868,121.11980276898711,50.0
TX_0043,FD_10,Maligaya,14.42927039602974,121.04671504512359,200.0
TX_0044,FD_09,Rizal,14.52320144467041,121.12569268980164,75.0
TX_0045,FD_10,San Isidro,14.522814579417156,121.18921062253847,75.0
TX_0046,FD_05,Rizal,14.509243602573575,121.07356839306208,200.0
TX_0047,FD_02,Mabini,14.536944428850227,120.9284030257892,150.0
TX_0048,FD_04,San Isidro,14.49625702550893,121.19115960185874,100.0
TX_0049,FD_07,Mabini,14.553639557213614,120.91833936784786,150.0
TX_0050,FD_08,Del Pilar,14.447077235851026,121.18419807376036,100.0
